,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
498,12846,682,1,15.58,1,1,1,3,At Risk
499,12847,22,2,1636.8999999999999,4,2,4,10,Loyal Customers
500,12848,676,1,208.0,1,1,1,3,At Risk
501,12849,31,6,3090.56,4,3,5,12,Loyal Customers
502,12850,446,1,330.0,1,1,2,4,At Risk
503,12851,97,2,284.13,3,2,1,6,At Risk
504,12852,295,1,311.55,2,1,2,5,At Risk
505,12853,135,11,3907.5,3,4,5,12,Loyal Customers
506,12854,79,7,2994.02,3,3,5,11,Loyal Customers
507,12855,373,4,650.9399999999999,2,3,3,8,Needs Attention
508,12856,8,6,2179.93,5,3,4,12,Loyal Customers
509,12857,211,6,3688.0,2,3,5,10,Loyal Customers
510,12858,383,1,177.92,2,1,1,4,At Risk
511,12859,459,1,575.1,1,1,2,4,At Risk
512,12860,693,1,55.47,1,1,1,3,At Risk
513,12861,620,1,68.25,1,1,1,3,At Risk
514,12862,426,2,1008.3199999999999,1,2,3,6,At Risk
515,12863,52,6,2792.5499999999997,4,3,4,11,Loyal Customers
516,12864,138,2,299.57,3,2,2,7,Needs Attention
517,12865,26,4,3323.47,4,3,5,12,Loyal Customers
518,12866,283,3,1227.35,2,2,3,7,Needs Attention
519,12867,26,13,7913.29,4,4,5,13,Champions
520,12868,186,8,2247.06,3,4,4,11,Loyal Customers
521,12869,682,1,337.66999999999996,1,1,2,4,At Risk
522,12870,375,3,1676.95,2,2,4,8,Needs Attention
523,12871,84,3,744.02,3,2,3,8,Needs Attention
524,12872,327,12,3685.4900000000002,2,4,5,11,Loyal Customers
525,12873,282,3,2027.3,2,2,4,8,Needs Attention
526,12874,385,2,948.42,2,2,3,7,Needs Attention
527,12875,143,5,1356.99,3,3,4,10,Loyal Customers
528,12876,58,4,4081.79,4,3,5,12,Loyal Customers
529,12877,4,20,2955.17,5,5,4,14,Champions
530,12878,236,2,854.99,2,2,3,7,Needs Attention
531,12879,45,3,573.22,4,2,2,8,Needs Attention
532,12880,382,2,640.13,2,2,3,7,Needs Attention
533,12881,276,1,298.0,2,1,2,5,At Risk
534,12882,9,2,1463.04,5,2,4,11,Loyal Customers
535,12883,25,4,703.47,4,3,3,10,Loyal Customers
536,12884,88,1,309.05,3,1,2,6,At Risk
537,12885,63,3,1175.22,3,2,3,8,Needs Attention
538,12886,68,2,1378.4,3,2,4,9,Needs Attention
539,12887,384,1,222.4,2,1,1,4,At Risk
540,12888,214,2,354.12,2,2,2,6,At Risk
541,12889,381,4,385.46000000000004,2,3,2,7,Needs Attention
542,12890,24,2,717.27,4,2,3,9,Needs Attention
543,12891,186,11,840.5,3,4,3,10,Loyal Customers
544,12892,397,1,263.38,2,1,1,4,At Risk
545,12893,31,1,188.14,4,1,1,6,At Risk
546,12894,575,1,157.35,1,1,1,3,At Risk
547,12895,42,2,372.8,4,2,2,8,Needs Attention
548,12897,205,4,514.25,2,3,2,7,Needs Attention
549,12898,464,2,310.96000000000004,1,2,2,5,At Risk
550,12899,414,1,366.4,1,1,2,4,At Risk
551,12900,422,1,340.33,1,1,2,4,At Risk
552,12901,9,28,17654.54,5,5,5,15,Champions
553,12902,265,1,138.68,2,1,1,4,At Risk
554,12903,429,1,833.53,1,1,3,5,At Risk
555,12904,18,2,509.58,5,2,2,9,Needs Attention
556,12905,577,2,1018.42,1,2,3,6,At Risk
557,12906,12,5,2919.81,5,3,4,12,Loyal Customers
558,12907,396,2,508.91,2,2,2,6,At Risk
559,12908,176,5,1776.0,3,3,4,10,Loyal Customers
560,12909,40,8,3103.19,4,4,5,13,Champions
561,12910,23,13,5796.52,4,4,5,13,Champions
562,12911,552,1,1680.47,1,1,4,6,At Risk
563,12912,3,5,1662.3,5,3,4,12,Loyal Customers
564,12913,5,13,6700.860000000001,5,4,5,14,Champions
565,12914,401,1,223.98,2,1,1,4,At Risk
566,12915,149,4,1174.75,3,3,3,9,Needs Attention
567,12916,139,7,4654.0199999999995,3,3,5,11,Loyal Customers
568,12917,128,6,4359.2,3,3,5,11,Loyal Customers
569,12918,626,1,10953.5,1,1,5,7,Needs Attention
570,12919,8,6,1335.19,5,3,4,12,Loyal Customers
571,12920,17,4,488.09000000000003,5,3,2,10,Loyal Customers
572,12921,9,74,35921.04,5,5,5,15,Champions
573,12922,161,1,405.38,3,1,2,6,At Risk
574,12923,64,3,789.87,3,2,3,8,Needs Attention
575,12924,88,12,2469.4,3,4,4,11,Loyal Customers
576,12925,5,3,729.3299999999999,5,2,3,10,Loyal Customers
577,12926,411,4,1548.46,1,3,4,8,Needs Attention
578,12927,395,1,197.31,2,1,1,4,At Risk
579,12928,35,12,4304.89,4,4,5,13,Champions
580,12929,312,1,117.85,2,1,1,4,At Risk
581,12930,78,2,415.8,3,2,2,7,Needs Attention
582,12931,22,57,92347.34,4,5,5,14,Champions
583,12932,539,8,1698.56,1,4,4,9,Needs Attention
584,12933,24,8,1687.03,4,4,4,12,Loyal Customers
585,12934,737,1,181.65,1,1,1,3,At Risk
586,12935,2,15,4243.86,5,5,5,15,Champions
587,12936,17,4,1063.9,5,3,3,11,Loyal Customers
588,12937,15,9,3097.61,5,4,5,14,Champions
589,12938,26,1,114.14,4,1,1,6,At Risk
590,12939,64,20,25264.8,3,5,5,13,Champions
591,12940,55,2,913.54,4,2,3,9,Needs Attention
592,12941,724,1,377.49,1,1,2,4,At Risk
593,12942,131,3,942.65,3,2,3,8,Needs Attention
594,12943,558,2,496.5,1,2,2,5,At Risk
595,12944,36,2,604.51,4,2,2,8,Needs Attention
596,12945,288,2,900.11,2,2,3,7,Needs Attention
597,12946,437,1,324.45,1,1,2,4,At Risk
598,12947,144,6,1908.03,3,3,4,10,Loyal Customers
599,12948,16,9,2317.43,5,4,4,13,Champions
600,12949,31,22,15526.7,4,5,5,14,Champions
601,12950,2,3,1843.0,5,2,4,11,Loyal Customers
602,12951,9,15,3213.7200000000003,5,5,5,15,Champions
603,12952,6,4,1387.79,5,3,4,12,Loyal Customers
604,12953,10,2,828.8100000000001,5,2,3,10,Loyal Customers
605,12954,639,1,162.45,1,1,1,3,At Risk
606,12955,1,11,4757.16,5,4,5,14,Champions
607,12956,306,4,521.89,2,3,2,7,Needs Attention
608,12957,10,13,8706.97,5,4,5,14,Champions
609,12958,400,2,539.49,2,2,2,6,At Risk
610,12959,484,1,150.95,1,1,1,3,At Risk
611,12960,414,4,1322.07,1,3,4,8,Needs Attention
612,12961,379,1,211.99,2,1,1,4,At Risk
613,12962,7,2,266.39,5,2,1,8,Needs Attention
614,12963,8,12,3601.59,5,4,5,14,Champions
615,12964,437,1,132.24,1,1,1,3,At Risk
616,12965,89,1,771.91,3,1,3,7,Needs Attention
617,12966,10,1,160.18,5,1,1,7,Needs Attention
618,12967,358,3,4306.92,2,2,5,9,Needs Attention
619,12968,112,1,135.95,3,1,1,5,At Risk
620,12969,603,1,122.45,1,1,1,3,At Risk
621,12970,7,10,1524.97,5,4,4,13,Champions
622,12971,4,116,15972.79,5,5,5,15,Champions
623,12972,414,4,1161.2,1,3,3,7,Needs Attention
624,12973,414,1,385.55,1,1,2,4,At Risk
625,12974,198,2,408.95,2,2,2,6,At Risk
626,12975,437,6,2100.09,1,3,4,8,Needs Attention
627,12976,212,8,3156.38,2,4,5,11,Loyal Customers
628,12977,156,4,517.63,3,3,2,8,Needs Attention
629,12978,385,5,2502.82,2,3,4,9,Needs Attention
630,12979,729,1,517.7,1,1,2,4,At Risk
631,12980,158,21,16245.78,3,5,5,13,Champions
632,12981,30,2,372.21999999999997,4,2,2,8,Needs Attention
633,12982,243,8,2744.81,2,4,4,10,Loyal Customers
634,12983,598,1,490.08000000000004,1,1,2,4,At Risk
635,12984,19,1,97.5,5,1,1,7,Needs Attention
636,12985,1,2,1239.38,5,2,3,10,Loyal Customers
637,12986,429,10,2729.84,1,4,4,9,Needs Attention
638,12987,74,5,1312.21,3,3,4,10,Loyal Customers
639,12988,292,1,535.32,2,1,2,5,At Risk
640,12989,3,33,13551.75,5,5,5,15,Champions
641,12990,31,7,955.5,4,3,3,10,Loyal Customers
642,12991,23,3,764.82,4,2,3,9,Needs Attention
643,12992,725,1,93.35000000000001,1,1,1,3,At Risk
644,12993,23,8,1259.6299999999999,4,4,4,12,Loyal Customers
645,12994,4,3,974.4200000000001,5,2,3,10,Loyal Customers
646,12995,85,1,211.32,3,1,1,5,At Risk
647,12996,376,1,355.5,2,1,2,5,At Risk
648,12997,22,8,2110.91,4,4,4,12,Loyal Customers
649,12998,493,3,920.08,1,2,3,6,At Risk
650,12999,196,3,455.88,2,2,2,6,At Risk
651,13000,107,4,1032.5,3,3,3,9,Needs Attention
652,13001,4,33,24172.100000000002,5,5,5,15,Champions
653,13002,318,3,414.13,2,2,2,6,At Risk
654,13003,106,3,149.05,3,2,1,6,At Risk
655,13004,12,36,11650.85,5,5,5,15,Champions
656,13005,174,4,999.68,3,3,3,9,Needs Attention
657,13006,56,1,81.57,4,1,1,6,At Risk
658,13007,580,1,175.25,1,1,1,3,At Risk
659,13008,323,3,612.13,2,2,2,6,At Risk
660,13009,673,1,234.0,1,1,1,3,At Risk
661,13010,374,2,330.12,2,2,2,6,At Risk
662,13011,372,1,101.10000000000001,2,1,1,4,At Risk
663,13012,9,11,2972.83,5,4,5,14,Champions
664,13013,1,29,12625.77,5,5,5,15,Champions
665,13014,11,11,5381.08,5,4,5,14,Champions
666,13015,53,11,6586.42,4,4,5,13,Champions
667,13016,73,3,789.89,3,2,3,8,Needs Attention
668,13017,7,1,204.0,5,1,1,7,Needs Attention
669,13018,16,35,9763.16,5,5,5,15,Champions
670,13019,379,6,1229.95,2,3,3,8,Needs Attention
671,13020,563,2,618.96,1,2,3,6,At Risk
672,13021,4,17,4887.24,5,5,5,15,Champions
673,13022,430,1,65.3,1,1,1,3,At Risk
674,13023,64,3,1449.03,3,2,4,9,Needs Attention
675,13024,471,2,555.87,1,2,2,5,At Risk
676,13025,732,1,323.39,1,1,2,4,At Risk
677,13026,1,9,1733.08,5,4,4,13,Champions
678,13027,114,19,17335.2,3,5,5,13,Champions
679,13028,23,2,661.3199999999999,4,2,3,9,Needs Attention
680,13029,31,5,1927.3,4,3,4,11,Loyal Customers
681,13030,11,2,1227.22,5,2,3,10,Loyal Customers
682,13031,407,5,3419.27,2,3,5,10,Loyal Customers
683,13032,52,9,2843.55,4,4,4,12,Loyal Customers
684,13033,357,2,220.55,2,2,1,5,At Risk
685,13034,55,3,922.68,4,2,3,9,Needs Attention
686,13035,74,3,1364.2,3,2,4,9,Needs Attention
687,13036,685,1,307.1,1,1,2,4,At Risk
688,13037,138,12,3914.9500000000003,3,4,5,12,Loyal Customers
689,13038,80,3,908.46,3,2,3,8,Needs Attention
690,13039,584,4,1010.73,1,3,3,7,Needs Attention
691,13040,9,2,676.99,5,2,3,10,Loyal Customers
692,13041,451,4,799.13,1,3,3,7,Needs Attention
693,13042,598,3,1556.54,1,2,4,7,Needs Attention
694,13043,273,1,516.42,2,1,2,5,At Risk
695,13044,291,11,4853.9,2,4,5,11,Loyal Customers
696,13045,99,3,808.92,3,2,3,8,Needs Attention
697,13046,31,3,949.25,4,2,3,9,Needs Attention
698,13047,32,24,8795.16,4,5,5,14,Champions
699,13048,14,9,4084.21,5,4,5,14,Champions
700,13049,64,4,1408.24,3,3,4,10,Loyal Customers
701,13050,15,35,12344.53,5,5,5,15,Champions
702,13051,579,2,155.8,1,2,1,4,At Risk
703,13052,212,7,3168.53,2,3,5,10,Loyal Customers
704,13053,622,1,127.65,1,1,1,3,At Risk
705,13055,78,4,2321.11,3,3,4,10,Loyal Customers
706,13056,551,1,209.48,1,1,1,3,At Risk
707,13057,530,3,722.09,1,2,3,6,At Risk
708,13058,25,3,271.40000000000003,4,2,1,7,Needs Attention
709,13059,250,10,2303.17,2,4,4,10,Loyal Customers
710,13060,254,1,307.53,2,1,2,5,At Risk
711,13061,72,1,248.61,3,1,1,5,At Risk
712,13062,191,1,346.98,2,1,2,5,At Risk
713,13063,481,1,188.4,1,1,1,3,At Risk
714,13064,13,6,1680.74,5,3,4,12,Loyal Customers
715,13065,373,5,1260.91,2,3,4,9,Needs Attention
716,13066,24,2,470.8,4,2,2,8,Needs Attention
717,13067,82,3,508.51,3,2,2,7,Needs Attention
718,13068,10,2,344.0,5,2,2,9,Needs Attention
719,13069,1,38,9683.13,5,5,5,15,Champions
720,13070,192,4,751.7,2,3,3,8,Needs Attention
721,13071,612,1,129.22,1,1,1,3,At Risk
722,13072,267,1,177.15,2,1,1,4,At Risk
723,13073,411,2,418.08,1,2,2,5,At Risk
724,13074,511,4,1378.74,1,3,4,8,Needs Attention
725,13075,130,1,919.61,3,1,3,7,Needs Attention
726,13076,458,1,135.4,1,1,1,3,At Risk
727,13077,1,11,3064.67,5,4,5,14,Champions
728,13078,3,57,29532.45,5,5,5,15,Champions
729,13079,4,6,419.18,5,3,2,10,Loyal Customers
730,13080,179,4,280.73,3,3,1,7,Needs Attention
731,13081,12,28,59205.15,5,5,5,15,Champions
732,13082,126,21,7335.75,3,5,5,13,Champions
733,13083,4,3,395.43,5,2,2,9,Needs Attention
734,13084,492,1,122.39999999999999,1,1,1,3,At Risk
735,13085,158,8,2433.28,3,4,4,11,Loyal Customers
736,13086,383,1,439.33000000000004,2,1,2,5,At Risk
737,13087,726,1,313.64,1,1,2,4,At Risk
738,13088,417,1,236.11,1,1,1,3,At Risk
739,13089,3,203,116737.86,5,5,5,15,Champions
740,13090,9,24,14103.09,5,5,5,15,Champions
741,13091,28,3,2321.82,4,2,4,10,Loyal Customers
742,13092,71,12,2140.28,3,4,4,11,Loyal Customers
743,13093,276,55,54943.65,2,5,5,12,Loyal Customers
744,13094,21,13,2433.1200000000003,4,4,4,12,Loyal Customers
745,13095,71,1,74.39999999999999,3,1,1,5,At Risk
746,13096,394,1,419.70000000000005,2,1,2,5,At Risk
747,13097,33,28,13389.22,4,5,5,14,Champions
748,13098,1,28,28882.44,5,5,5,15,Champions
749,13099,99,1,207.35999999999999,3,1,1,5,At Risk
750,13101,234,4,695.4,2,3,3,8,Needs Attention
751,13102,1,37,11696.92,5,5,5,15,Champions
752,13103,40,3,709.64,4,2,3,9,Needs Attention
753,13104,3,9,1709.1,5,4,4,13,Champions
754,13105,436,1,72.0,1,1,1,3,At Risk
755,13106,133,2,603.46,3,2,2,7,Needs Attention
756,13107,44,9,5253.07,4,4,5,13,Champions
757,13108,373,2,1098.52,2,2,3,7,Needs Attention
758,13109,60,3,1134.03,3,2,3,8,Needs Attention
759,13110,31,12,2957.4700000000003,4,4,4,12,Loyal Customers
760,13111,719,1,321.88000000000005,1,1,2,4,At Risk
761,13112,541,1,20.6,1,1,1,3,At Risk
762,13113,1,37,18625.73,5,5,5,15,Champions
763,13114,731,1,234.38,1,1,1,3,At Risk
764,13115,12,10,5494.7,5,4,5,14,Champions
765,13116,138,1,501.14,3,1,2,6,At Risk
766,13117,22,18,2643.81,4,5,4,13,Champions
767,13118,20,9,2415.41,4,4,4,12,Loyal Customers
768,13119,669,1,134.9,1,1,1,3,At Risk
769,13120,239,1,30.599999999999998,2,1,1,4,At Risk
770,13121,269,1,283.73,2,1,1,4,At Risk
771,13122,94,2,922.39,3,2,3,8,Needs Attention
772,13123,473,2,506.75,1,2,2,5,At Risk
773,13124,90,4,4782.45,3,3,5,11,Loyal Customers
774,13125,524,1,158.57,1,1,1,3,At Risk
775,13126,5,13,3998.25,5,4,5,14,Champions
776,13127,78,1,259.17,3,1,1,5,At Risk
777,13128,631,1,263.5,1,1,1,3,At Risk
778,13129,452,2,233.25,1,2,1,4,At Risk
779,13130,94,1,64.0,3,1,1,5,At Risk
780,13131,23,7,3313.77,4,3,5,12,Loyal Customers
781,13132,262,1,77.3,2,1,1,4,At Risk
782,13133,274,3,200.45000000000002,2,2,1,5,At Risk
783,13134,86,6,2475.23,3,3,4,10,Loyal Customers
784,13135,197,2,3371.45,2,2,5,9,Needs Attention
785,13136,56,13,6274.56,4,4,5,13,Champions
786,13137,11,16,7712.7,5,5,5,15,Champions
787,13138,22,7,1467.24,4,3,4,11,Loyal Customers
788,13139,16,8,8202.98,5,4,5,14,Champions
789,13140,108,5,1215.68,3,3,3,9,Needs Attention
790,13141,85,17,7668.58,3,5,5,13,Champions
791,13142,19,1,307.09,5,1,2,8,Needs Attention
792,13143,585,1,405.1,1,1,2,4,At Risk
793,13144,333,2,135.35,2,2,1,5,At Risk
794,13145,40,7,1423.52,4,3,4,11,Loyal Customers
795,13146,26,1,228.91,4,1,1,6,At Risk
796,13147,10,4,712.8000000000001,5,3,3,11,Loyal Customers
797,13148,29,26,8621.81,4,5,5,14,Champions
798,13149,14,4,1676.06,5,3,4,12,Loyal Customers
799,13150,484,3,449.96999999999997,1,2,2,5,At Risk
800,13151,296,3,2580.7400000000002,2,2,4,8,Needs Attention
801,13152,417,7,2146.38,1,3,4,8,Needs Attention
802,13153,6,1,486.22,5,1,2,8,Needs Attention
803,13154,399,3,1624.84,2,2,4,8,Needs Attention
804,13155,33,6,1750.18,4,3,4,11,Loyal Customers
805,13156,385,3,1586.54,2,2,4,8,Needs Attention
806,13157,49,9,5687.36,4,4,5,13,Champions
807,13158,95,5,1508.18,3,3,4,10,Loyal Customers
808,13159,9,4,1437.85,5,3,4,12,Loyal Customers
809,13160,22,1,91.8,4,1,1,6,At Risk
810,13161,313,2,478.88,2,2,2,6,At Risk
811,13162,122,16,9275.49,3,5,5,13,Champions
812,13163,610,1,17.65,1,1,1,3,At Risk
813,13164,569,2,372.2,1,2,2,5,At Risk
814,13165,46,3,1451.16,4,2,4,10,Loyal Customers
815,13166,283,2,884.18,2,2,3,7,Needs Attention
816,13167,19,5,1125.15,5,3,3,11,Loyal Customers
817,13168,36,5,1875.31,4,3,4,11,Loyal Customers
818,13169,64,3,840.08,3,2,3,8,Needs Attention
819,13170,27,1,116.00999999999999,4,1,1,6,At Risk
820,13171,22,3,468.41,4,2,2,8,Needs Attention
821,13172,400,1,69.6,2,1,1,4,At Risk
822,13173,4,11,2639.35,5,4,4,13,Champions
823,13174,16,12,9494.84,5,4,5,14,Champions
824,13175,582,2,831.45,1,2,3,6,At Risk
825,13176,46,1,492.84,4,1,2,7,Needs Attention
826,13177,65,2,512.2,3,2,2,7,Needs Attention
827,13178,26,21,14059.19,4,5,5,14,Champions
828,13179,619,1,572.3100000000001,1,1,2,4,At Risk
829,13180,607,1,86.10000000000001,1,1,1,3,At Risk
830,13181,381,1,359.69,2,1,2,5,At Risk
831,13182,45,1,121.18,4,1,1,6,At Risk
832,13183,8,15,7036.18,5,5,5,15,Champions
833,13184,15,10,1701.29,5,4,4,13,Champions
834,13185,268,1,71.4,2,1,1,4,At Risk
835,13186,40,3,1575.89,4,2,4,10,Loyal Customers
836,13187,337,4,367.01,2,3,2,7,Needs Attention
837,13188,11,1,114.60000000000001,5,1,1,7,Needs Attention
838,13189,19,2,260.68,5,2,1,8,Needs Attention
839,13190,544,3,570.66,1,2,2,5,At Risk
840,13191,658,1,164.69,1,1,1,3,At Risk
841,13192,95,6,2558.58,3,3,4,10,Loyal Customers
842,13193,61,1,117.88,3,1,1,5,At Risk
843,13194,136,2,472.78,3,2,2,7,Needs Attention
844,13195,414,1,172.38,1,1,1,3,At Risk
845,13196,11,7,3068.84,5,3,5,13,Champions
846,13197,610,1,373.01000000000005,1,1,2,4,At Risk
847,13198,10,8,4974.2300000000005,5,4,5,14,Champions
848,13199,4,67,16432.89,5,5,5,15,Champions
849,13200,19,4,870.09,5,3,3,11,Loyal Customers
850,13201,502,4,1240.6100000000001,1,3,3,7,Needs Attention
851,13202,394,7,1580.3,2,3,4,9,Needs Attention
852,13203,10,10,2648.25,5,4,4,13,Champions
853,13204,731,1,966.6600000000001,1,1,3,5,At Risk
854,13205,443,1,2803.2,1,1,4,6,At Risk
855,13206,400,13,8377.32,2,4,5,11,Loyal Customers
856,13207,15,4,535.86,5,3,2,10,Loyal Customers
857,13208,59,9,1988.5,4,4,4,12,Loyal Customers
858,13209,30,13,8509.51,4,4,5,13,Champions
859,13210,94,1,353.48,3,1,2,6,At Risk
860,13211,10,10,2729.32,5,4,4,13,Champions
861,13212,20,3,788.08,4,2,3,9,Needs Attention
862,13213,57,11,3851.52,4,4,5,13,Champions
863,13214,418,7,3264.23,1,3,5,9,Needs Attention
864,13215,402,1,81.6,2,1,1,4,At Risk
865,13216,268,1,333.74,2,1,2,5,At Risk
866,13217,122,4,666.48,3,3,3,9,Needs Attention
867,13218,127,1,62.63999999999999,3,1,1,5,At Risk
868,13219,618,1,76.23,1,1,1,3,At Risk
869,13220,78,5,1336.0900000000001,3,3,4,10,Loyal Customers
870,13221,240,2,847.41,2,2,3,7,Needs Attention
871,13222,577,1,88.5,1,1,1,3,At Risk
872,13223,200,6,969.1200000000001,2,3,3,8,Needs Attention
873,13224,60,2,2155.95,3,2,4,9,Needs Attention
874,13225,3,16,16260.07,5,5,5,15,Champions
875,13226,273,2,312.46,2,2,2,6,At Risk
876,13227,202,1,257.7,2,1,1,4,At Risk
877,13228,81,1,358.0,3,1,2,6,At Risk
878,13229,226,1,160.95,2,1,1,4,At Risk
879,13230,4,30,6360.78,5,5,5,15,Champions
880,13232,13,7,1357.6,5,3,4,12,Loyal Customers
881,13233,74,4,1176.46,3,3,3,9,Needs Attention
882,13234,673,2,356.95,1,2,2,5,At Risk
883,13235,212,1,1031.07,2,1,3,6,At Risk
884,13236,25,2,744.85,4,2,3,9,Needs Attention
885,13237,388,1,643.0,2,1,3,6,At Risk
886,13238,17,6,1006.63,5,3,3,11,Loyal Customers
887,13239,262,5,1594.69,2,3,4,9,Needs Attention
888,13240,96,8,1738.52,3,4,4,11,Loyal Customers
889,13241,412,1,115.58,1,1,1,3,At Risk
890,13242,112,7,699.4,3,3,3,9,Needs Attention
891,13243,203,5,1278.04,2,3,4,9,Needs Attention
892,13244,93,1,121.74000000000001,3,1,1,5,At Risk
893,13245,51,2,989.22,4,2,3,9,Needs Attention
894,13246,18,11,3387.43,5,4,5,14,Champions
895,13247,18,4,501.12,5,3,2,10,Loyal Customers
896,13248,125,2,465.68,3,2,2,7,Needs Attention
897,13249,92,9,1608.93,3,4,4,11,Loyal Customers
898,13250,461,2,256.04,1,2,1,4,At Risk
899,13251,402,1,252.68,2,1,1,4,At Risk
900,13252,394,2,399.3,2,2,2,6,At Risk
901,13253,157,4,2951.11,3,3,4,10,Loyal Customers
902,13254,376,1,51.410000000000004,2,1,1,4,At Risk
903,13255,9,3,904.46,5,2,3,10,Loyal Customers
904,13257,436,1,149.75,1,1,1,3,At Risk
905,13258,12,5,1035.18,5,3,3,11,Loyal Customers
906,13259,62,9,1433.38,3,4,4,11,Loyal Customers
907,13260,61,1,557.62,3,1,2,6,At Risk
908,13261,269,2,944.1,2,2,3,7,Needs Attention
909,13262,263,3,573.45,2,2,2,6,At Risk
910,13263,1,39,8704.69,5,5,5,15,Champions
911,13264,443,1,722.5600000000001,1,1,3,5,At Risk
912,13265,53,5,2107.66,4,3,4,11,Loyal Customers
913,13266,11,19,6135.04,5,5,5,15,Champions
914,13267,3,36,9758.26,5,5,5,15,Champions
915,13268,18,11,3214.69,5,4,5,14,Champions
916,13269,1,28,8891.7,5,5,5,15,Champions
917,13270,366,1,1180.0,2,1,3,6,At Risk
918,13271,37,1,217.38,4,1,1,6,At Risk
919,13272,31,2,276.56,4,2,1,7,Needs Attention
920,13273,113,1,138.98,3,1,1,5,At Risk
921,13274,409,1,360.85,2,1,2,5,At Risk
922,13275,384,2,241.66,2,2,1,5,At Risk
923,13276,64,5,1939.26,3,3,4,10,Loyal Customers
924,13277,16,7,523.3,5,3,2,10,Loyal Customers
925,13278,41,4,1435.85,4,3,4,11,Loyal Customers
926,13279,78,1,137.75,3,1,1,5,At Risk
927,13280,122,7,2322.63,3,3,4,10,Loyal Customers
928,13281,439,1,350.85,1,1,2,4,At Risk
929,13282,18,4,1313.19,5,3,4,12,Loyal Customers
930,13283,60,4,373.36,3,3,2,8,Needs Attention
931,13284,331,1,201.19,2,1,1,4,At Risk
932,13285,23,6,3364.59,4,3,5,12,Loyal Customers
933,13286,600,1,734.91,1,1,3,5,At Risk
934,13287,603,3,781.59,1,2,3,6,At Risk
935,13288,443,5,927.61,1,3,3,7,Needs Attention
936,13289,724,1,307.95,1,1,2,4,At Risk
937,13290,438,1,208.63,1,1,1,3,At Risk
938,13291,156,11,3320.84,3,4,5,12,Loyal Customers
939,13292,39,5,994.51,4,3,3,10,Loyal Customers
940,13293,392,6,1192.94,2,3,3,8,Needs Attention
941,13294,190,3,1689.53,2,2,4,8,Needs Attention
942,13295,360,4,1101.97,2,3,3,8,Needs Attention
943,13296,137,6,792.51,3,3,3,9,Needs Attention
944,13297,8,7,4368.62,5,3,5,13,Champions
945,13298,1,1,360.0,5,1,2,8,Needs Attention
946,13299,268,3,1218.7,2,2,3,7,Needs Attention
947,13300,169,3,1285.51,3,2,4,9,Needs Attention
948,13301,104,4,618.09,3,3,2,8,Needs Attention
949,13302,155,2,159.2,3,2,1,6,At Risk
950,13303,400,1,61.72,2,1,1,4,At Risk
951,13304,351,4,1217.99,2,3,3,8,Needs Attention
952,13305,4,16,3754.71,5,5,5,15,Champions
953,13306,430,1,53.65,1,1,1,3,At Risk
954,13307,120,3,273.34,3,2,1,6,At Risk
955,13308,23,4,1670.3700000000001,4,3,4,11,Loyal Customers
956,13309,7,6,1706.3700000000001,5,3,4,12,Loyal Customers
957,13310,28,5,1541.2,4,3,4,11,Loyal Customers
958,13311,4,2,598.57,5,2,2,9,Needs Attention
959,13312,451,1,124.75,1,1,1,3,At Risk
960,13313,22,12,3445.32,4,4,5,13,Champions
961,13314,2,3,775.94,5,2,3,10,Loyal Customers
962,13315,689,1,310.26,1,1,2,4,At Risk
963,13316,37,10,13191.57,4,4,5,13,Champions
964,13317,66,19,6486.091,3,5,5,13,Champions
965,13318,1,3,640.76,5,2,3,10,Loyal Customers
966,13319,5,58,22082.5,5,5,5,15,Champions
967,13320,78,6,2228.1,3,3,4,10,Loyal Customers
968,13321,72,2,567.36,3,2,2,7,Needs Attention
969,13322,17,1,199.48000000000002,5,1,1,7,Needs Attention
970,13323,3,5,787.85,5,3,3,11,Loyal Customers
971,13324,36,18,10513.47,4,5,5,14,Champions
972,13325,82,1,675.3,3,1,3,7,Needs Attention
973,13326,432,1,281.76,1,1,1,3,At Risk
974,13327,39,20,9879.48,4,5,5,14,Champions
975,13328,316,1,1308.48,2,1,4,7,Needs Attention
976,13329,32,8,5112.97,4,4,5,13,Champions
977,13330,93,6,2806.18,3,3,4,10,Loyal Customers
978,13331,402,1,262.4,2,1,1,4,At Risk
979,13332,14,1,350.9,5,1,2,8,Needs Attention
980,13333,411,3,1015.74,1,2,3,6,At Risk
981,13334,82,5,6263.75,3,3,5,11,Loyal Customers
982,13336,77,1,795.12,3,1,3,7,Needs Attention
983,13337,546,1,1575.26,1,1,4,6,At Risk
984,13338,158,4,2445.62,3,3,4,10,Loyal Customers
985,13339,201,1,860.12,2,1,3,6,At Risk
986,13340,45,12,22100.56,4,4,5,13,Champions
987,13341,261,1,775.85,2,1,3,6,At Risk
988,13343,178,1,353.43,3,1,2,6,At Risk
989,13344,68,3,2543.72,3,2,4,9,Needs Attention
990,13345,288,1,389.5,2,1,2,5,At Risk
991,13346,463,6,299.4,1,3,2,6,At Risk
992,13347,70,1,341.36,3,1,2,6,At Risk
993,13348,64,1,233.76,3,1,1,5,At Risk
994,13349,11,1,247.32,5,1,1,7,Needs Attention
995,13350,16,2,979.12,5,2,3,10,Loyal Customers
996,13351,66,1,373.94,3,1,2,6,At Risk
997,13352,60,1,397.97999999999996,3,1,2,6,At Risk
998,13354,71,1,743.53,3,1,3,7,Needs Attention
